Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.21     0.00   143804     0.00     0.00  void std::__make_heap<__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator> >(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator>)
  0.00      0.21     0.00   142860     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<xyLoc> >::destroy(std::allocator<xyLoc>&, xyLoc*)
  0.00      0.21     0.00   142860     0.00     0.00  __gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >::__normal_iterator(xyLoc* const&)
  0.00      0.21     0.00   142860     0.00     0.00  std::vector<State*, std::allocator<State*> >::vector()
  0.00      0.21     0.00   112942     0.00     0.00  std::allocator<xyLoc>::allocator()
  0.00      0.21     0.00   102824     0.00     0.00  std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool)
  0.00      0.21     0.00    98198     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const
  0.00      0.21     0.00    70465     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<State*> >::deallocate(std::allocator<State*>&, State**, unsigned long)
  0.00      0.21     0.00    64866     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<State*> >::construct<State*>(std::allocator<State*>&, State**, State* const&)
  0.00      0.21     0.00    64866     0.00     0.00  std::_Bit_iterator::operator+=(long)
  0.00      0.21     0.00    64866     0.00     0.00  std::vector<bool, std::allocator<bool> >::insert(std::_Bit_iterator, unsigned long, bool const&)
  0.00      0.21     0.00    64864     0.00     0.00  std::vector<State*, std::allocator<State*> >::begin()
  0.00      0.21     0.00    64864     0.00     0.00  float const& std::max<float>(float const&, float const&)
  0.00      0.21     0.00    64864     0.00     0.00  float const& std::min<float>(float const&, float const&)
  0.00      0.21     0.00    64862     0.00     0.00  std::_Vector_base<State*, std::allocator<State*> >::_Vector_base()
  0.00      0.21     0.00    64396     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::resize(unsigned long, xyLoc)
  0.00      0.21     0.00    64392     0.00     0.00  void std::__pop_heap<__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator> >(__gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >, __gnu_cxx::__ops::_Iter_comp_iter<StateComparator>)
  0.00      0.21     0.00    56607     0.00     0.00  std::vector<stats, std::allocator<stats> >::resize(unsigned long, stats)
  0.00      0.21     0.00    54175     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::~_Bvector_base()
  0.00      0.21     0.00    49567     0.00     0.00  std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&)
  0.00      0.21     0.00    49558     0.00     0.00  std::vector<bool, std::allocator<bool> >::end() const
  0.00      0.21     0.00    49091     0.00     0.00  __gnu_cxx::new_allocator<xyLoc>::~new_allocator()
  0.00      0.21     0.00    49091     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator()
  0.00      0.21     0.00    49091     0.00     0.00  State** std::uninitialized_copy<State**, State**>(State**, State**, State**)
  0.00      0.21     0.00    19006     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)
  0.00      0.21     0.00    11570     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::max_size() const
  0.00      0.21     0.00    11570     0.00     0.00  unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00      0.21     0.00    10057     0.00     0.00  ScenarioLoader::ScenarioLoader(char const*)
  0.00      0.21     0.00    10056     0.00     0.00  std::vector<stats, std::allocator<stats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&)
  0.00      0.21     0.00    10046     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::operator=(std::vector<xyLoc, std::allocator<xyLoc> > const&)
  0.00      0.21     0.00     9896     0.00     0.00  LoadMap(char const*, std::vector<bool, std::allocator<bool> >&, int&, int&)
  0.00      0.21     0.00     8821     0.00     0.00  __gnu_cxx::new_allocator<xyLoc>::deallocate(xyLoc*, unsigned long)
  0.00      0.21     0.00     8821     0.00     0.00  __gnu_cxx::__enable_if<!std::__is_scalar<xyLoc>::__value, xyLoc*>::__type std::__fill_n_a<xyLoc*, unsigned long, xyLoc>(xyLoc*, unsigned long, xyLoc const&)
  0.00      0.21     0.00     8145     0.00     0.00  Timer::getCPUSpeed()
  0.00      0.21     0.00     7520     0.00     0.00  std::_Vector_base<stats, std::allocator<stats> >::_M_deallocate(stats*, unsigned long)
  0.00      0.21     0.00     7380     0.00     0.00  __gnu_cxx::new_allocator<xyLoc>::new_allocator()
  0.00      0.21     0.00     7380     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long)
  0.00      0.21     0.00     7380     0.00     0.00  unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*)
  0.00      0.21     0.00     7380     0.00     0.00  std::_Bit_iterator std::__copy_move_backward<false, false, std::random_access_iterator_tag>::__copy_move_b<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00      0.21     0.00     7380     0.00     0.00  unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
  0.00      0.21     0.00     7380     0.00     0.00  std::_Bit_iterator std::__copy_move_backward_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator)
  0.00      0.21     0.00     7380     0.00     0.00  State** std::copy<State**, State**>(State**, State**, State**)
  0.00      0.21     0.00     7205     0.00     0.00  int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.21     0.00     7143     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      0.21     0.00     7041     0.00     0.00  stats::stats(stats const&)
  0.00      0.21     0.00     6141     0.00     0.00  stats* std::__copy_move_backward_a<false, stats*, stats*>(stats*, stats*, stats*)
  0.00      0.21     0.00     5764     0.00     0.00  std::vector<stats, std::allocator<stats> >::_M_check_len(unsigned long, char const*) const
  0.00      0.21     0.00     5743     0.00     0.00  xyLoc* std::vector<xyLoc, std::allocator<xyLoc> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > > >(unsigned long, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >)
  0.00      0.21     0.00     5673     0.00     0.00  operator delete(void*, void*)
  0.00      0.21     0.00     5603     0.00     0.00  __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >::operator*() const
  0.00      0.21     0.00     5263     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      0.21     0.00     5243     0.00     0.00  std::vector<double, std::allocator<double> >::end()
  0.00      0.21     0.00     4762     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      0.21     0.00     4762     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      0.21     0.00     4680     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_check_len(unsigned long, char const*) const
  0.00      0.21     0.00     4662     0.00     0.00  std::_Miter_base<unsigned long*>::iterator_type std::__miter_base<unsigned long*>(unsigned long*)
  0.00      0.21     0.00     4616     0.00     0.00  std::_Vector_base<Experiment, std::allocator<Experiment> >::_M_get_Tp_allocator()
  0.00      0.21     0.00     4323     0.00     0.00  std::vector<int, std::allocator<int> >::capacity() const
  0.00      0.21     0.00     4323     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.00      0.21     0.00     4323     0.00     0.00  __gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > > std::copy<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > > >(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >)
  0.00      0.21     0.00     4298     0.00     0.00  std::vector<bool, std::allocator<bool> >::size() const
  0.00      0.21     0.00     4222     0.00     0.00  Experiment::GetStartY() const
  0.00      0.21     0.00     4190     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*)
  0.00      0.21     0.00     3822     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      0.21     0.00     3822     0.00     0.00  stats* std::__uninitialized_fill_n_a<stats*, unsigned long, stats, stats>(stats*, unsigned long, stats const&, std::allocator<stats>&)
  0.00      0.21     0.00     3321     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.00      0.21     0.00     3321     0.00     0.00  std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const
  0.00      0.21     0.00     2943     0.00     0.00  stats* std::uninitialized_fill_n<stats*, unsigned long, stats>(stats*, unsigned long, stats const&)
  0.00      0.21     0.00     2892     0.00     0.00  stats* std::__uninitialized_move_a<stats*, stats*, std::allocator<stats> >(stats*, stats*, stats*, std::allocator<stats>&)
  0.00      0.21     0.00     2892     0.00     0.00  void std::fill<stats*, stats>(stats*, stats*, stats const&)
  0.00      0.21     0.00     2882     0.00     0.00  __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >::__normal_iterator(stats* const&)
  0.00      0.21     0.00     2882     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.21     0.00     2882     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_M_create_storage(unsigned long)
  0.00      0.21     0.00     2882     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_base(unsigned long, std::allocator<xyLoc> const&)
  0.00      0.21     0.00     2882     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&)
  0.00      0.21     0.00     2882     0.00     0.00  double* std::__copy_move_backward_a<false, double*, double*>(double*, double*, double*)
  0.00      0.21     0.00     2882     0.00     0.00  int* std::__copy_move_backward_a<false, int*, int*>(int*, int*, int*)
  0.00      0.21     0.00     2882     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc>(__gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc*, std::vector<xyLoc, std::allocator<xyLoc> > >, std::allocator<xyLoc>&)
  0.00      0.21     0.00     2851     0.00     0.00  stats* std::copy_backward<stats*, stats*>(stats*, stats*, stats*)
  0.00      0.21     0.00     2483     0.00     0.00  stats::operator=(stats const&)
  0.00      0.21     0.00     2392     0.00     0.00  std::vector<Experiment, std::allocator<Experiment> >::~vector()
  0.00      0.21     0.00     2387     0.00     0.00  std::vector<int, std::allocator<int> >::push_back(int const&)
  0.00      0.21     0.00     2382     0.00     0.00  stats::ValidatePath(int, int, std::vector<bool, std::allocator<bool> > const&)
  0.00      0.21     0.00     2381     0.00     0.00  Timer::Timer()
  0.00      0.21     0.00     2381     0.00     0.00  std::vector<double, std::allocator<double> >::size() const
  0.00      0.21     0.00     2381     0.00     0.00  std::_Vector_base<xyLoc, std::allocator<xyLoc> >::_Vector_impl::_Vector_impl(std::allocator<xyLoc> const&)
  0.00      0.21     0.00     2381     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      0.21     0.00     2381     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.21     0.00     2350     0.00     0.00  void std::_Destroy<Experiment*, Experiment>(Experiment*, Experiment*, std::allocator<Experiment>&)
  0.00      0.21     0.00     1921     0.00     0.00  stats* std::__copy_move_backward_a2<false, stats*, stats*>(stats*, stats*, stats*)
  0.00      0.21     0.00     1921     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.21     0.00     1921     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double>&)
  0.00      0.21     0.00     1913     0.00     0.00  __gnu_cxx::__normal_iterator<State**, std::vector<State*, std::allocator<State*> > >::operator-(long) const
  0.00      0.21     0.00     1912     0.00     0.00  State** std::__copy_move_a<false, State**, State**>(State**, State**, State**)
  0.00      0.21     0.00     1911     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long)
  0.00      0.21     0.00     1911     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.00      0.21     0.00     1911     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00      0.21     0.00     1911     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00      0.21     0.00     1911     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base()
  0.00      0.21     0.00     1911     0.00     0.00  std::vector<stats, std::allocator<stats> >::vector()
  0.00      0.21     0.00     1911     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00      0.21     0.00     1911     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      0.21     0.00     1880     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      0.21     0.00     1880     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      0.21     0.00     1880     0.00     0.00  double* std::__copy_move_backward_a2<false, double*, double*>(double*, double*, double*)
  0.00      0.21     0.00     1880     0.00     0.00  void std::_Destroy<stats>(stats*)
  0.00      0.21     0.00     1441     0.00     0.00  stats::stats()
  0.00      0.21     0.00     1441     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00      0.21     0.00     1441     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::begin() const
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      0.21     0.00     1441     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<stats, std::allocator<stats> >::_M_erase_at_end(stats*)
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<stats, std::allocator<stats> >::end()
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<stats, std::allocator<stats> >::begin()
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<stats, std::allocator<stats> >::insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&)
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<xyLoc, std::allocator<xyLoc> >::vector(std::vector<xyLoc, std::allocator<xyLoc> > const&)
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&)
  0.00      0.21     0.00     1441     0.00     0.00  std::vector<int, std::allocator<int> >::vector()
  0.00      0.21     0.00     1441     0.00     0.00  double* std::uninitialized_copy<double*, double*>(double*, double*, double*)
  0.00      0.21     0.00     1441     0.00     0.00  xyLoc* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*, xyLoc>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*, std::allocator<xyLoc>&)
  0.00      0.21     0.00     1441     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.00      0.21     0.00     1410     0.00     0.00  bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00      0.21     0.00     1326     0.00     0.00  double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double)
  0.00      0.21     0.00      982     0.00     0.00  Experiment::Experiment(Experiment const&)
  0.00      0.21     0.00      981     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<stats> >::allocate(std::allocator<stats>&, unsigned long)
  0.00      0.21     0.00      981     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.21     0.00      981     0.00     0.00  std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*)
  0.00      0.21     0.00      961     0.00     0.00  std::_Vector_base<stats, std::allocator<stats> >::~_Vector_base()
  0.00      0.21     0.00      940     0.00     0.00  Timer::EndTimer()
  0.00      0.21     0.00      940     0.00     0.00  stats::GetMaxTimestep()
  0.00      0.21     0.00      940     0.00     0.00  std::allocator<int>::allocator()
  0.00      0.21     0.00      940     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      0.21     0.00      940     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      0.21     0.00      940     0.00     0.00  std::vector<double, std::allocator<double> >::_M_insert_aux(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00      0.21     0.00      940     0.00     0.00  double* std::__copy_move_a<false, double*, double*>(double*, double*, double*)
  0.00      0.21     0.00      940     0.00     0.00  stats* std::__uninitialized_copy_a<stats*, stats*, stats>(stats*, stats*, stats*, std::allocator<stats>&)
  0.00      0.21     0.00      940     0.00     0.00  xyLoc* std::copy<__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*>(__gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, __gnu_cxx::__normal_iterator<xyLoc const*, std::vector<xyLoc, std::allocator<xyLoc> > >, xyLoc*)
  0.00      0.21     0.00      940     0.00     0.00  double* std::copy<double*, double*>(double*, double*, double*)
  0.00      0.21     0.00      936     0.00     0.00  bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&)
  0.00      0.21     0.00      930     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<double> >::construct<double>(std::allocator<double>&, double*, double const&)
  0.00      0.21     0.00      920     0.00     0.00  double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.00      0.21     0.00      486     0.00     0.00  std::_Iter_base<std::_Bit_const_iterator, false>::_S_base(std::_Bit_const_iterator)
  0.00      0.21     0.00      482     0.00     0.00  std::_Miter_base<std::_Bit_const_iterator>::iterator_type std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator)
  0.00      0.21     0.00      481     0.00     0.00  __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >::difference_type __gnu_cxx::operator-<stats*, std::vector<stats, std::allocator<stats> > >(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > > const&, __gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > > const&)
  0.00      0.21     0.00      481     0.00     0.00  Experiment* std::__uninitialized_copy<false>::__uninit_copy<Experiment*, Experiment*>(Experiment*, Experiment*, Experiment*)
  0.00      0.21     0.00      480     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
